uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
53016369A,ACRA,XI SIN CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-17,2004-03-17,LOCAL,326,TAH CHING ROAD,11,24,na,610326,na,na,na,na,41009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016536L,ACRA,XING WANG EATERY,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-03-18,2004-03-18,LOCAL,415,PANDAN GARDENS,01,1117,na,600415,na,na,na,na,68104,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016557X,ACRA,XIN LOGISTICS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2004-03-19,2004-03-19,LOCAL,7,KEPPEL ROAD,03,34/35,TANJONG PAGAR COMPLEX,089053,na,na,na,na,52292,na,na,49233,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016738K,ACRA,X-IMAGE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-03-22,2004-03-22,LOCAL,3,NEW BUGIS STREET,01,68,na,188867,na,na,na,na,47711,na,na,47719,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016783B,ACRA,XCLAIM! PRODUCTIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-22,2004-03-22,LOCAL,10,ANSON ROAD,21,08A,INTERNATIONAL PLAZA,079903,na,na,na,na,74192,MULTIMEDIA AND VIDEO PRODUCTION,na,59113,MULTIMEDIA AND VIDEO PRODUCTION,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016818M,ACRA,XIN JIAN YUAN ELECTRICAL CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2004-03-23,2004-03-23,LOCAL,220,CHOA CHU KANG CENTRAL,08,264,na,680220,na,na,na,na,43210,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53016944D,ACRA,XUAN MAI TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-24,2004-03-24,LOCAL,122,PAYA LEBAR WAY,04,2899,na,381122,na,na,na,na,96099,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017087J,ACRA,XIAN YIN FEELING EATING HOUSE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-26,2004-03-26,LOCAL,190,MIDDLE ROAD,04,32,FORTUNE CENTRE,188979,na,na,na,na,68104,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017197W,ACRA,X-PRESS TRANSPORT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-27,2004-03-27,LOCAL,47,WOODSVILLE CLOSE,na,na,na,357785,na,na,na,na,52292,na,na,52292,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017206B,ACRA,XCERAN MARKETING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-27,2004-03-27,LOCAL,10,ANSON ROAD,27,18,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,47711,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017431J,ACRA,XTREME STARS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-03-31,2004-03-31,LOCAL,19,DUXTON ROAD,na,na,na,089485,na,na,na,na,56122,na,na,74193,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017632K,ACRA,XZOTIC ENTERTAINMENT PUB,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-04-02,2004-04-02,LOCAL,31,CIRCULAR ROAD,na,na,na,049387,na,na,na,na,56130,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017780C,ACRA,X - FACTOR DESIGNER HOME DESIGN AND CONTRACTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-04-05,2004-04-05,LOCAL,10,ANSON ROAD,27,18,INTERNATIONAL PLAZA,079903,na,na,na,na,43301,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017935X,ACRA,XIAN CHUN EATING HOUSE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-04-06,2004-04-06,LOCAL,2,LORONG 1 GEYLANG,na,na,na,389115,na,na,na,na,56140,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53017942C,ACRA,XIAN JUN LONG COLOUR PRINTING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-04-06,2004-04-06,LOCAL,6001,BEACH ROAD,19,11,GOLDEN MILE TOWER,199589,na,na,na,na,18113,na,na,18112,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53018094D,ACRA,X-CEL INNOVATIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-04-08,2004-04-08,LOCAL,2,OUTRAM ROAD,03,16,na,169036,na,na,na,na,46411,WHOLESALING OF GOODS,na,na,WHOLESALING OF GOODS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53018578D,ACRA,XIN HENG TRANSPORTATION SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-04-16,2004-04-16,LOCAL,133,JURONG GATEWAY ROAD,04,299,na,600133,na,na,na,na,49231,TRANSPORT SERVICES,na,na,TRANSPORT SERVICES,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53018700X,ACRA,XIANG YU MEET,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-04-17,2004-04-17,LOCAL,108C,MCNAIR ROAD,28,216,TOWNER HEIGHTS,324108,na,na,na,na,47749,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53018857X,ACRA,XIAOQIANG TECHNOLOGY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-04-20,2004-04-20,LOCAL,200,JALAN SULTAN,10,06,TEXTILE CENTRE,199018,na,na,na,na,28300,na,na,41009,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53018938X,ACRA,XPRESS CUISINE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-04-21,2004-04-21,LOCAL,12,TELOK BLANGAH CRESCENT,01,91,na,090012,na,na,na,na,56122,SALE & DELIVERY OF COOKED FOOD,na,56200,SALE & DELIVERY OF COOKED FOOD,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019031A,ACRA,X-TRA CLEANING AND SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-04-22,2004-04-22,LOCAL,209,NEW UPPER CHANGI ROAD,04,631,na,460209,na,na,na,na,81211,na,na,38100,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019125C,ACRA,XTREME MULTIMEDIA,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-04-23,2004-04-23,LOCAL,10,ANSON ROAD,31,10,INTERNATIONAL PLAZA,079903,na,na,na,na,62090,INFORMATION TECHNOLOGY TRAINING,na,74192,INFORMATION TECHNOLOGY TRAINING,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019176L,ACRA,XCLUSIV ESCAPADES,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-04-23,2004-04-23,LOCAL,13,SPRINGLEAF HEIGHT,na,na,SPRINGLEAF GARDEN,788107,na,na,na,na,96099,"WEDDING, HONEYMOON & EVENT PLANNING. HONEYMOONS ORGANISED THRU TOUR OPERATORS.",na,46473,"WEDDING, HONEYMOON & EVENT PLANNING. HONEYMOONS ORGANISED THRU TOUR OPERATORS.",na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019335C,ACRA,XINRONG EATING HOUSE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-04-26,2004-04-26,LOCAL,808,FRENCH ROAD,01,171,KITCHENER COMPLEX,200808,na,na,na,na,68104,EATING HOUSE,na,na,EATING HOUSE,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019420A,ACRA,XING LONG MANUFACTURE & CONSTRUCTION WORKS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-04-28,2004-04-28,LOCAL,4006,DEPOT LANE,01,50,DEPOT LANE INDUSTRIAL ESTATE,109760,na,na,na,na,24109,"MANUFACTURE PRODUCTS USING STAINLESS STEEL, ALUMIINIUM & METAL",na,41001,"MANUFACTURE PRODUCTS USING STAINLESS STEEL, ALUMIINIUM & METAL",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019574K,ACRA,XIANG XIANG AMPANG YONG TAU FU,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-04-29,2004-04-29,LOCAL,285,CHANGI ROAD,na,na,na,419764,na,na,na,na,68104,SALE OF COOKED FOOD & DRINKS,na,na,SALE OF COOKED FOOD & DRINKS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019649B,ACRA,XIU BEN TANG,Sole Proprietorship/ Partnership,Partnership,na,na,Live,2004-04-30,2004-04-30,LOCAL,1016,GEYLANG EAST AVENUE 3,03,149,GEYLANG EAST INDUSTRIAL ESTATE,389731,na,na,na,na,91029,na,na,90003,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019866E,ACRA,XIN ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-05-04,2004-05-04,LOCAL,7,HAPPY AVENUE NORTH,na,na,HAPPY MANSION,369752,na,na,na,na,46651,na,na,38301,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019985L,ACRA,XPO INNOVATION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-05-06,2004-05-06,LOCAL,421,BEDOK NORTH ROAD,13,589,GARDEN HILL,460421,na,na,na,na,62021,na,na,62090,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53019998W,ACRA,XIN HUAT AIR-CON SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-05-06,2004-05-06,LOCAL,71,JALAN WANGI,na,na,SENNETT ESTATE,349385,na,na,na,na,28191,na,na,96099,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020040J,ACRA,XIN FANG LI TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2004-05-06,2004-05-06,LOCAL,712,JURONG WEST STREET 71,06,157,NANYANG SAPPHIRE,640712,na,na,na,na,46651,TRADING OF SECOND-HAND GOODS,na,na,TRADING OF SECOND-HAND GOODS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020353K,ACRA,X-TOUCH STUDIO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-05-11,2004-05-11,LOCAL,21,TAN QUEE LAN STREET,01,03A,HERITAGE PLACE,188108,na,na,na,na,74200,HAIR AND PHOTOGRAPHY,na,na,HAIR AND PHOTOGRAPHY,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020499A,ACRA,XCEED ELECTRONICS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-05-12,2004-05-12,LOCAL,151,NORTH BUONA VISTA ROAD,02,44,na,139347,na,na,na,na,46522,na,na,71129,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020519W,ACRA,XPRIENZ,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-05-13,2004-05-13,LOCAL,476,TAMPINES STREET 44,01,169,na,520476,na,na,na,na,56112,EDUCATION CAFE,na,85409,EDUCATION CAFE,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020534C,ACRA,XPRESS PHOTO COPY STUDIO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-05-13,2004-05-13,LOCAL,117,BEDOK RESERVOIR ROAD,01,62,EUNOS VISTA,470117,na,na,na,na,18113,na,na,47752,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020593M,ACRA,XXCLUSIVE STARWASH,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-05-14,2004-05-14,LOCAL,1002,TOA PAYOH INDUSTRIAL PARK,07,1411,TOA PAYOH INDUSTRIAL PARK,319074,na,na,na,na,96099,SOUVENIR & GIFT,na,na,SOUVENIR & GIFT,na,1,XXCLUSIVE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020657M,ACRA,XIANG QI ENTERPRISE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2004-05-14,2004-05-14,LOCAL,9002,TAMPINES STREET 93,04,58,TAMPINES INDUSTRIAL PARK A,528836,na,na,na,na,47109,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53020718D,ACRA,XQ CREATIONS,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-05-16,2004-05-16,LOCAL,190,CLEMENCEAU AVENUE,02,23,SINGAPORE SHOPPING CENTRE,239924,na,na,na,na,46900,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021046X,ACRA,XIANG PRINTING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-05-20,2004-05-20,LOCAL,1,DEFU LANE 10,02,545,DEFU INDUSTRIAL ESTATE,539182,na,na,na,na,82999,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021352D,ACRA,XIN NING TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2004-05-25,2004-05-25,LOCAL,510,BEDOK NORTH STREET 3,01,19,na,460510,na,na,na,na,46900,na,na,46412,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021404X,ACRA,XIN XIN JEWELLERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-05-25,2004-05-25,LOCAL,3018,BEDOK NORTH STREET 5,06,40,EASTLINK,486132,na,na,na,na,46421,JEWELLERY TRANSACTION,na,47731,JEWELLERY TRANSACTION,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021432J,ACRA,XU YANG TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-05-25,2004-05-25,LOCAL,467B,ADMIRALTY DRIVE,04,131,na,752467,na,na,na,na,46651,SCRAP METAL DEALERS,na,38301,SCRAP METAL DEALERS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021549K,ACRA,XUAN YUAN CONSULTANCY SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-05-27,2004-05-27,LOCAL,2,TOPAZ ROAD,03,04,TOPAZ MANSIONS,327848,na,na,na,na,73200,na,na,46100,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021564X,ACRA,XOTIC,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-05-27,2004-05-27,LOCAL,56,LORONG 23 GEYLANG,04,01,CENTURY TECHNOLOGY BUILDING,388381,na,na,na,na,82999,"RETAIL INCLUDING CLOTHING, ACCESSORIES AND OTHER RELATED ACTIVITIES",na,na,"RETAIL INCLUDING CLOTHING, ACCESSORIES AND OTHER RELATED ACTIVITIES",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021757X,ACRA,XIN IDEAL CULTURAL BROADCAST,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2004-05-31,2004-05-31,LOCAL,150,CHANGI ROAD,02,03,GUTHRIE BUILDING,419973,na,na,na,na,82302,na,na,46900,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021825M,ACRA,XERQ DEVELOPMENT HOUSE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-06-01,2004-06-01,LOCAL,37A,HONGKONG STREET,na,na,na,059676,na,na,na,na,46512,"MULTIMEDIA DESIGN, APPLICATIONS DEVELOPMENT",na,na,"MULTIMEDIA DESIGN, APPLICATIONS DEVELOPMENT",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021848L,ACRA,XIANG JI ROASTED MEAT & POULTRY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-06-01,2004-06-01,LOCAL,630,BEDOK RESERVOIR ROAD,01,57,na,470630,na,na,na,na,56140,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53021877A,ACRA,X-CLUSIVE LIVING COLLECTIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-01,2004-06-01,LOCAL,215,JALAN BESAR,01,01,na,208898,na,na,na,na,47103,na,na,43301,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022163B,ACRA,XIAO YU LOONG STAGE SHOW,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-06-07,2004-06-07,LOCAL,128,JOO SENG ROAD,02,03,na,368356,na,na,na,na,90001,na,na,82303,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022179M,ACRA,XIANG YE INTERNATIONAL MATCHMAKERS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-07,2004-06-07,LOCAL,144,UPPER BUKIT TIMAH ROAD,03,28,BEAUTY WORLD CENTRE,588177,na,na,na,na,96091,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022250K,ACRA,XING DA VEGETABLE IMPORT & EXPORT ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-06-07,2004-06-07,LOCAL,9,WHOLESALE CENTRE,01,348/9,PASIR PANJANG WHOLESALE CENTRE,110009,na,na,na,na,46411,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022337J,ACRA,XIN YI LI XING CHAO JU TUAN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-08,2004-06-08,LOCAL,4,DUKU ROAD,na,na,na,429153,na,na,na,na,90001,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022418J,ACRA,XECUTIVEJOBS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2004-06-09,2004-06-09,LOCAL,432,ANG MO KIO AVENUE 10,06,1441,na,560432,na,na,na,na,78103,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022443K,ACRA,XING QIANG,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-06-10,2004-06-10,LOCAL,722,YISHUN STREET 71,09,295,KHATIB SPRING,760722,na,na,na,na,41009,na,na,46411,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022526C,ACRA,XCESS COMM,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2004-06-10,2004-06-10,LOCAL,95,ALJUNIED CRESCENT,01,513,MACPHERSON VIEW,380095,na,na,na,na,61012,"RETAIL SHOP SELLING MOBILE PHONE, ACCESSORIES AND SECONDHAND MOBILE PHONE",na,95120,"RETAIL SHOP SELLING MOBILE PHONE, ACCESSORIES AND SECONDHAND MOBILE PHONE",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022648X,ACRA,XCELLTRON INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-13,2004-06-13,LOCAL,32,MAXWELL ROAD,03,13,MAXWELL CHAMBERS,069115,na,na,na,na,47412,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022695B,ACRA,XINN'S INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-14,2004-06-14,LOCAL,5A,JASMINE ROAD,na,na,ADELPHI PARK ESTATE,576580,na,na,na,na,96099,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022761D,ACRA,XL INVESTMENT AND TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2004-06-15,2004-06-15,LOCAL,32,MAXWELL ROAD,03,07,MAXWELL CHAMBERS,069115,na,na,na,na,46900,na,na,64202,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022819W,ACRA,XQSIVE DESIGN & PRINTING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2004-06-15,2004-06-15,LOCAL,38,WOODLANDS INDUSTRIAL PARK E1,01,06,na,757700,na,na,na,na,74192,na,na,18113,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53022958K,ACRA,XIN JING JING RESTAURANT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2004-06-17,2004-06-17,LOCAL,12,SIMEI RISE,08,34,CHANGI RISE CONDOMINIUM,528805,na,na,na,na,56111,na,na,na,na,na,1,JING JING CAFE',JING JING DESSERT HOUSE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023005D,ACRA,XUHWA ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),2004-06-18,2004-06-18,LOCAL,6001,BEACH ROAD,01,34,GOLDEN MILE TOWER,199589,na,na,na,na,46900,TRADING OF GENERAL GOODS,na,47220,TRADING OF GENERAL GOODS,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023079L,ACRA,XIE SHUN CAI TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-19,2004-06-19,LOCAL,75,DEDAP ROAD,na,na,TUAN SING PARK,809479,na,na,na,na,46499,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023226W,ACRA,XIANG HE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-22,2004-06-22,LOCAL,256,JURONG EAST STREET 24,01,387,na,600256,na,na,na,na,96024,"REFLEXOLOGY, EAR CANDLE TREATMENT, BEAUTY TREATMENT, BODY RUB",na,na,"REFLEXOLOGY, EAR CANDLE TREATMENT, BEAUTY TREATMENT, BODY RUB",na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023236K,ACRA,XIONG YING CHILDREN'S BOOKS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-22,2004-06-22,LOCAL,112,EAST COAST ROAD,02,05,112 KATONG,428802,na,na,na,na,47610,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023389D,ACRA,XTRA-TIMES TRADING ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2004-06-24,2004-06-24,LOCAL,10,ANSON ROAD,18,18,INTERNATIONAL PLAZA,079903,na,na,na,na,47733,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023412B,ACRA,XING HUA VEGETARIAN RESTAURANT,Sole Proprietorship/ Partnership,Partnership,na,na,Live,2004-06-24,2004-06-24,LOCAL,190,MIDDLE ROAD,01,07,FORTUNE CENTRE,188979,na,na,na,na,68104,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
53023779B,ACRA,X-CEL DESIGN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2004-06-30,2004-06-30,LOCAL,681C,JURONG WEST CENTRAL 1,15,76,na,643681,na,na,na,na,74191,PROVIDE INTERIOR DESIGN AND CONSULTANCY SERVICE,na,na,PROVIDE INTERIOR DESIGN AND CONSULTANCY SERVICE,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
